line_id,document_ids,tier,score,confidence,auto_post,amount_diff_paise,evidence,n_docs
BL-000065,AP-VB-2026-000036,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000073,AR-INV-2026-000174,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000075,AP-VB-2026-000114,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000106,AR-INV-2026-000274,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000112,AR-INV-2026-000188,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000155,AP-RT-2026-000320,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000161,AP-RT-2026-000333,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000188,AP-RT-2026-000207,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000206,AR-INV-2026-000127,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000232,AR-INV-2026-000504,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000258,AR-INV-2026-000497,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000275,AP-RT-2026-000438,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000286,AP-RT-2026-000300,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000316,AP-RT-2026-000439,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000382,AP-VB-2026-000012,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000408,AP-RT-2026-000476,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000511,AR-INV-2026-000518,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000695,AP-RT-2026-000685,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000794,AP-VB-2026-000473,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000875,AP-RT-2026-000570,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001031,AR-INV-2026-001217,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001071,AP-RT-2026-001213,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001124,AR-INV-2026-001253,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001355,AP-RT-2026-001331,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001387,AP-VB-2026-000950,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001438,AP-VB-2026-001363,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001439,AP-VB-2026-001025,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001440,AP-RT-2026-001028,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001511,AP-VB-2026-001451,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001542,AP-VB-2026-001308,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001554,AR-INV-2026-001404,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001592,AR-INV-2026-001640,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001605,AP-VB-2026-001265,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001618,AP-SALARY-202609-0,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-001682,AR-INV-2026-001644,t4_amount_exact,0.9,0.915,yes,0,amount_exact_unique,1
BL-000036,AR-INV-2026-000004,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000088,AP-VB-2026-000055,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000095,AR-INV-2026-000061,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000144,AP-VB-2026-000169,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000192,AR-INV-2026-000072,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000341,AR-INV-2026-000517,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000345,AP-RT-2026-000417,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000350,AR-INV-2026-000506,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000391,AR-INV-2026-000108,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000392,AR-INV-2026-000537,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000394,AR-INV-2026-000143,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000439,AP-RT-2026-000210,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000478,AR-INV-2026-000178,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000479,AP-VB-2026-000487,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000536,AP-RT-2026-000555,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000554,AP-VB-2026-000236,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000592,AR-INV-2026-000383,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000614,AP-RT-2026-000413,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000631,AR-INV-2026-000281,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000645,AR-INV-2026-000283,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000674,AR-INV-2026-000581,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000684,AR-INV-2026-000385,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000764,AR-INV-2026-000556,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000772,AR-INV-2026-001094,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000785,AP-RT-2026-000759,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000867,AP-VB-2026-001017,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000880,AR-INV-2026-000548,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000908,AP-VB-2026-000811,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000909,AP-RT-2026-000832,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000954,AP-RT-2026-001060,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000974,AR-INV-2026-001334,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001046,AP-VB-2026-000876,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001057,AR-INV-2026-000805,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001077,AR-INV-2026-001277,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001130,AP-VB-2026-000902,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001160,AR-INV-2026-001263,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001168,AR-INV-2026-001161,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001202,AP-RT-2026-001362,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001235,AP-VB-2026-001284,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001367,AP-VB-2026-000974,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001374,AR-INV-2026-001039,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001390,AR-INV-2026-001257,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001430,AR-INV-2026-001646,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001448,AP-VB-2026-001235,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001498,AR-INV-2026-001562,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001512,AP-RT-2026-001083,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001540,AP-RT-2026-001547,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001589,AP-RT-2026-001706,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-001625,AP-RT-2026-001423,t4_amount_exact,0.9,0.916,yes,0,amount_exact_unique,1
BL-000055,AP-VB-2026-000041,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000071,AR-INV-2026-000254,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000076,AP-VB-2026-000209,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000086,AR-INV-2026-000025,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000126,AP-VB-2026-000052,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000145,AP-RT-2026-000158,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000168,AR-INV-2026-000046,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000176,AR-INV-2026-000051,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000228,AR-INV-2026-000103,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000260,AP-SALARY-202605-0,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000267,AR-INV-2026-000258,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000283,AP-RT-2026-000401,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000287,AP-RT-2026-000471,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000305,AP-RT-2026-000159,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000315,AP-VB-2026-000031,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000322,AR-INV-2026-000128,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000366,AR-INV-2026-000631,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000417,AR-INV-2026-000104,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000430,AR-INV-2026-000364,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000447,AP-VB-2026-000235,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000558,AR-INV-2026-000714,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000671,AP-RT-2026-000434,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000689,AP-VB-2026-000891,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000722,AR-INV-2026-000706,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000779,AP-VB-2026-000488,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000846,AP-VB-2026-000736,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000850,AR-INV-2026-000804,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000896,AP-VB-2026-000861,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000921,AP-VB-2026-001047,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000959,AR-INV-2026-000942,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000970,AP-VB-2026-000750,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001157,AP-RT-2026-001360,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001163,AR-INV-2026-001403,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001166,AP-RT-2026-001090,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001197,AP-RT-2026-001270,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001233,AP-RT-2026-001010,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001246,AR-INV-2026-001148,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001290,AP-VB-2026-001435,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001347,AR-INV-2026-001458,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001383,AP-VB-2026-001558,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001415,AR-INV-2026-001243,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001460,AR-INV-2026-001103,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001500,AR-INV-2026-001493,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001505,AR-INV-2026-001648,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001585,AR-INV-2026-001455,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001641,AP-VB-2026-001286,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001656,AP-RT-2026-001614,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-001692,AR-INV-2026-001992,t4_amount_exact,0.9,0.917,yes,0,amount_exact_unique,1
BL-000025,AP-RT-2026-000069,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000049,AP-VB-2026-000261,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000062,AP-RENT-202604-0,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000068,AR-INV-2026-000305,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000135,AP-RT-2026-000318,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000146,AP-VB-2026-000194,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000160,AP-RT-2026-000153,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000216,AP-RT-2026-000265,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000230,AR-INV-2026-000146,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000264,AP-RT-2026-000414,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000317,AR-INV-2026-000245,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000404,AR-INV-2026-000687,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000470,AP-VB-2026-000603,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000493,AP-VB-2026-000475,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000550,AR-INV-2026-000525,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000584,AR-INV-2026-000344,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000597,AP-RT-2026-000402,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000612,AP-VB-2026-000792,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000773,AR-INV-2026-001003,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000777,AP-RT-2026-000951,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000839,AR-INV-2026-000535,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000887,AP-RT-2026-000740,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000889,AP-RT-2026-000670,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000931,AR-INV-2026-001062,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001047,AP-RT-2026-000737,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001073,AP-VB-2026-001199,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001090,AP-RT-2026-001268,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001131,AP-RT-2026-001375,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001146,AR-INV-2026-001117,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001288,AR-INV-2026-001184,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001363,AR-INV-2026-001338,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001377,AP-VB-2026-001471,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001515,AR-INV-2026-001708,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001674,AP-RT-2026-001460,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-001683,AR-INV-2026-001962,t4_amount_exact,0.9,0.918,yes,0,amount_exact_unique,1
BL-000001,AP-SALARY-202603-0,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000059,AR-INV-2026-000044,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000064,AP-VB-2026-000079,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000069,AR-INV-2026-000142,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000084,AR-INV-2026-000006,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000130,AR-INV-2026-000089,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000172,AP-VB-2026-000017,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000173,AP-RT-2026-000120,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000174,AP-VB-2026-000267,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000233,AR-INV-2026-000226,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000279,AP-EMI-202605-0,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000280,AP-VB-2026-000440,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000308,AR-INV-2026-000307,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000338,AR-INV-2026-000100,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000369,AR-INV-2026-000538,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000377,AR-INV-2026-000347,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000407,AP-RT-2026-000431,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000419,AP-RT-2026-000171,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000440,AP-VB-2026-000010,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000474,AR-INV-2026-000397,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000490,AP-VB-2026-000498,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000512,AR-INV-2026-000249,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000518,AP-VB-2026-000654,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000531,AP-RT-2026-000511,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000535,AP-VB-2026-000154,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000557,AR-INV-2026-000721,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000562,AP-VB-2026-000553,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000571,AR-INV-2026-000606,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000575,AR-INV-2026-000597,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000611,AP-RT-2026-000269,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000692,AP-RT-2026-000503,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000694,AP-VB-2026-000341,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000705,AR-INV-2026-000508,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000708,AR-INV-2026-000350,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000731,AP-RT-2026-000297,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000750,AP-VB-2026-000860,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000753,AP-VB-2026-001059,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000754,AP-RT-2026-000617,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000830,AR-INV-2026-000595,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000891,AP-RT-2026-000544,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000916,AR-INV-2026-000718,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000918,AR-INV-2026-000761,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000986,AR-INV-2026-000856,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000998,AP-RT-2026-000520,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001007,AR-INV-2026-000825,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001010,AP-RT-2026-000708,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001019,AR-INV-2026-001290,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001042,AP-VB-2026-000938,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001043,AP-RT-2026-001031,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001061,AR-INV-2026-000935,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001095,AR-INV-2026-001024,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001165,AP-VB-2026-001084,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001201,AP-RT-2026-000788,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001226,AR-INV-2026-001206,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001242,AR-INV-2026-001065,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001252,AP-VB-2026-000787,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001319,AR-INV-2026-001336,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001320,AR-INV-2026-001572,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001351,AR-INV-2026-000984,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001375,AR-INV-2026-001347,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001403,AP-VB-2026-001264,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001410,AP-VB-2026-001391,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001441,AP-RT-2026-001501,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001444,AP-VB-2026-001110,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001453,AP-VB-2026-001589,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001472,AP-VB-2026-001532,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001473,AP-VB-2026-000980,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001475,AP-VB-2026-001156,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001488,AP-VB-2026-001172,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001523,AP-RT-2026-001323,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001533,AR-INV-2026-001824,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001543,AP-RT-2026-001461,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001549,AR-INV-2026-001119,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001556,AR-INV-2026-001147,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001557,AR-INV-2026-001577,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001566,AP-VB-2026-001588,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001636,AR-INV-2026-001522,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001637,AR-INV-2026-001851,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001640,AP-VB-2026-001575,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001670,AP-VB-2026-001343,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001696,AP-RT-2026-001690,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001697,AP-VB-2026-001533,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-001698,AP-VB-2026-001425,t4_amount_exact,0.9,0.919,yes,0,amount_exact_unique,1
BL-000074,AP-RT-2026-000097,t3_doc_number,0.841,0.92,no,-905900,doc_ref=RT-2026-000097,1
BL-000125,AP-VB-2026-000317,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000151,AR-INV-2026-000313,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000154,AP-VB-2026-000095,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000178,AR-INV-2026-000091,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000245,AR-INV-2026-000215,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000252,AR-INV-2026-000165,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000271,AR-INV-2026-000073,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000312,AR-INV-2026-000367,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000324,AP-VB-2026-000359,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000342,AP-VB-2026-000208,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000351,AR-INV-2026-000184,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000385,AP-VB-2026-000567,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000406,AP-RT-2026-000028,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000437,AP-RT-2026-000098,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000452,AR-INV-2026-000275,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000585,AR-INV-2026-000583,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000588,AP-RT-2026-000222,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000589,AP-RT-2026-000398,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000608,AR-INV-2026-000228,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000632,AR-INV-2026-000443,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000654,AR-INV-2026-000704,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
BL-000707,AR-INV-2026-000442,t4_amount_exact,0.9,0.92,yes,0,amount_exact_unique,1
